Timestamp,Sender_ID,Latency_MS,Active_Users,CPU_Load_%
20:20:40,6d43f33c-c60e-47b9-9879-bfab18878328,400.64,0,16.1
20:23:11,4e86684d-8865-47a8-b8f2-a055bf52a539,382.58,1,25.4
